time,px,py,pz,ox,oy,oz,ow
1758523315.2989028,-0.09768788110307802,-0.756736494864584,0.24860606412140812,0.037477541973615705,0.0007187259676217129,-0.08669288289888662,0.9955369772626009
1758523315.3647158,-0.09812256278273011,-0.7564247220113056,0.23891153338166415,0.07158871152308574,0.03432940926220965,-0.08836386495329943,0.9929264065088281
1758523315.4308846,-0.09821358392386423,-0.7561287283337369,0.23730791803411005,-0.04584832713239345,0.05147941629959877,-0.08250207644823988,0.9942111175386901
1758523315.5003252,-0.09771082994434477,-0.7563304514765359,0.24817306999479805,0.016333273734570136,0.0008158038251372394,-0.08530023323046478,0.9962284130457629
1758523315.5652747,-0.09769083185352759,-0.7560003738612219,0.2462699554280613,-0.007283447459936342,0.008901766769358985,-0.08397442070375709,0.996408860843418
1758523315.630317,-0.09796381748256992,-0.7560935826838974,0.24086347385069984,-0.004098412291115008,0.026119081717585854,-0.0845928524683946,0.9960720877356182
1758523315.7045326,-0.0978686436358317,-0.7562795998083996,0.24261004576867745,0.03554212675267785,0.020026460251648167,-0.08588741134492615,0.9954765677835631
1758523315.7692652,-0.097687881103078,-0.7567364948645839,0.2486060641214073,0.037477541973615316,0.0007187259676248229,-0.0866928828988865,0.9955369772626012
1758523315.8387015,-0.09781116084029118,-0.7568851900053908,0.24534980830282888,0.04213816105352739,0.012888443383244916,-0.0879460167711318,0.9951574389769755
1758523315.902964,-0.0979115185369086,-0.7561154630877263,0.24153636762273362,-0.03702532449915226,0.03465338538582051,-0.08338196223797936,0.9952337836062144
1758523315.972228,-0.0980387497502211,-0.7559596446657549,0.24641600374945966,-0.016602325349682003,0.0030133254695376517,-0.08472276099046683,0.9962690267558434
1758523316.0343874,-0.09817136116162192,-0.7562310694787444,0.24372105402002542,-0.02619267035557589,0.016350604140626047,-0.08740555977025105,0.9957015003184874
1758523316.098576,-0.09806307371969042,-0.7560396441037053,0.25142552034286686,-0.024768198815587103,-0.01086541721745463,-0.08963218997925768,0.9956150083414379
1758523316.172582,-0.09822546251108862,-0.7556313435605009,0.24110649459993821,-0.009417633237242014,0.029592953509104066,-0.08808274107361493,0.9956362534766883
1758523316.2404122,-0.09843424662044742,-0.7553995571430204,0.24132583453099565,-0.03161369770446859,0.023067736563708918,-0.08762642836160041,0.995391710114036
1758523316.3095648,-0.0986119641893954,-0.7551755145944143,0.24036295760108412,-0.03810493293614679,0.03050113334276737,-0.08634508047974467,0.9950762793924259
1758523316.3727021,-0.09876011554189544,-0.7556332630386307,0.24195225529302894,-0.041679831829795615,0.021305777549597286,-0.08849199040959854,0.994983734990861
1758523316.4419603,-0.09928820233693007,-0.7557628210150306,0.2392989197272588,-0.04935986974887174,0.03066603316818602,-0.08848421179915546,0.9943884224129865
1758523316.509687,-0.10066805158204006,-0.7553920870734613,0.22898446647087217,0.031551020124310776,0.05718356063988075,-0.0907175256271702,0.9937400732009468
1758523316.5760736,-0.10072183221264018,-0.7555238087040049,0.24236648006538392,0.011771850311105352,0.000917912441342692,-0.0894637404497203,0.9959274315549655
1758523316.6408236,-0.10231491675009673,-0.7555246771808471,0.2465361153799488,0.009632568137912639,-0.02119540716928517,-0.08937108400152612,0.995733642744493
1758523316.7093034,-0.10465051014339759,-0.7552437366692395,0.22377211298556832,0.06144070922905196,0.0474758461149235,-0.09247472748002546,0.9926902533967087
1758523316.773649,-0.10514777964051711,-0.7556057091944671,0.2418017758427295,0.033298316852957394,-0.020586889356765097,-0.09093941816399362,0.9950940274628147
1758523316.8420436,-0.10746977174876784,-0.7539430900535367,0.2415085571462655,-0.04461890023549058,-0.03921625470626368,-0.08790107598753939,0.9943638380366179
1758523316.910836,-0.10856466715825513,-0.7550842872619483,0.23772594641833927,0.001153829772431156,-0.026218179842713553,-0.0885345384652778,0.995734724759808
1758523316.9789948,-0.11084212593719209,-0.7555875181527896,0.24520884650415026,0.01536824159555283,-0.06393317694930582,-0.09078910881315315,0.9937044773348395
1758523317.0457053,-0.11141154266996503,-0.754032324468961,0.2419117565887562,-0.0019733813794489095,-0.055693212275831135,-0.08773314711895003,0.9945914288714145
1758523317.1118634,-0.11262837096546853,-0.754266424075348,0.2440515085933172,0.005759590812130597,-0.06827007662015223,-0.0892166659235102,0.9936605605530298
1758523317.1772146,-0.11368442806257632,-0.7542695264754166,0.2435517131786043,0.010878131563625446,-0.07281963137398752,-0.0896297476274438,0.9932574670445411
1758523317.2476642,-0.11471052446397968,-0.7537569370356099,0.24906838845074802,-0.00127566509148396,-0.08984958472896983,-0.09158828341875327,0.9917419110274183
1758523317.315822,-0.11517874042863507,-0.7536299607659955,0.2399514995369047,0.009275507789403413,-0.07483753796069387,-0.09404298285505697,0.9927155545423832
1758523317.379449,-0.11620372262463129,-0.753059938938932,0.24322666197968035,-0.0016682969995461463,-0.08812790511010496,-0.09320938475209843,0.9917447788163053
1758523317.4484081,-0.11669353095638987,-0.7524936483775655,0.24213247264325521,-0.011317764301090251,-0.08506452175202123,-0.09248589276332828,0.9920167768220798
