time,px,py,pz,ox,oy,oz,ow
1758524019.773991,-0.08301108885169228,-0.7455890567575303,0.5061183286338488,-0.0020651424223378147,0.025338370378549916,-0.0005058441268397721,0.9996839691497047
1758524019.8383179,-0.08303614042310398,-0.7457730438363588,0.5046188848585887,-0.006076288702105625,0.030226116310608463,-0.0010325774429548944,0.9995313843164163
1758524019.9017906,-0.08299593854503398,-0.7457634888713686,0.5052721915805516,-0.0017954790714939598,0.028634701330000213,-0.0009986124062464103,0.9995951306568855
1758524019.9694543,-0.08311174123256314,-0.7457716567458215,0.5052268788187604,-0.0026866498447955674,0.028678317767025435,-0.0009081813381343856,0.9995919686769117
1758524020.0358996,-0.08305595622229756,-0.7454095176552299,0.506921188472008,-0.004294383169365479,0.022563072197920666,0.0002762451386530168,0.9997434580395776
1758524020.1055188,-0.08295617715445208,-0.7455854834855102,0.5085875894102408,-0.007232510209394897,0.015718287912296663,-0.0008059496393340467,0.9998572732340262
1758524020.1754024,-0.08302432341722786,-0.7455725978125691,0.5061167910544051,-0.0003451624270247505,0.02574984327057634,-0.0009838032161999324,0.9996751721293573
1758524020.2399611,-0.08298215236217629,-0.7456400818138322,0.5071982077968346,-0.005505347764750185,0.021668681063281077,-0.0014718072872970012,0.9997562622724202
1758524020.3117912,-0.08302895408765548,-0.745204736863498,0.5058076631607494,-0.0014723023089480548,0.0268618731764706,8.725002293566996e-05,0.9996453657634818
1758524020.3704972,-0.08315372219095304,-0.7452972073510641,0.5045887501227245,-0.005160985516729643,0.030725921326526698,-0.00010272940884160335,0.9995218187996101
1758524020.4498303,-0.08307291783769374,-0.7453097379938017,0.5058389806958947,-0.008762362404479987,0.025998265286310433,0.000551168140812172,0.9996307327767165
1758524020.507821,-0.08309508308152187,-0.7459086632195148,0.5061216785385191,-0.005352813133826722,0.024870615233157773,-0.0015730857139514632,0.9996824079431872
1758524020.5762103,-0.08308789769536043,-0.7455453833031576,0.50542887422313,0.0007313618996295778,0.028040104866542036,-0.00047275197097144814,0.9996137185412018
1758524020.6435797,-0.08309590203551265,-0.7452015559504632,0.5065233020297133,-0.010228648328326824,0.023052639460219675,0.0007879828703123853,0.9996889133827959
1758524020.7103412,-0.08301549912438155,-0.7454349195078525,0.5065401643674428,-0.005054911611597219,0.024531024461407452,-0.0006760671548889812,0.9996933588500936
1758524020.7766032,-0.0830055205265187,-0.7450141867308706,0.5053622049480844,-0.0079755869721097,0.029003200619919022,0.0001967436433034856,0.9995547812942503
1758524020.8461075,-0.08273753121764985,-0.7444747025217544,0.5088360838228575,-0.008714266979052856,0.01696582229998216,0.0007132230529377799,0.9998251373559295
1758524020.9146953,-0.08259304313468746,-0.7437042920715312,0.5113737553706833,-0.0043915712497672385,0.007600230603625757,0.000767339010320128,0.9999684749157963
1758524020.9831858,-0.0827718015188154,-0.7430213476325704,0.5090063434243135,-0.0018473386471655594,0.015973866782380417,-0.00036110018813193516,0.9998779336713733
1758524021.046599,-0.08278411010777989,-0.742003186720571,0.5129845051799585,-0.010943059931969923,0.001298747690239027,-0.00139194800599074,0.9999456054446345
1758524021.1161413,-0.0837075463168318,-0.7394676738880247,0.5274067907131241,-0.01703164491112737,-0.054383350453055146,0.0020042528453958616,0.9983801642571375
1758524021.1841178,-0.08290389030268595,-0.7387491137727594,0.5203853666729138,-0.052377279926307974,-0.026706910294338644,-0.004815203477621235,0.9982658819272001
1758524021.2467523,-0.08351393534105861,-0.7390570410970009,0.5197283412176619,-0.007679359688757752,-0.029231256157416004,-0.010646576233081856,0.9994937800611416
1758524021.3160584,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.3863368,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.448719,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.5172465,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.5835686,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.6550953,-0.08293470459198726,-0.7365557989263088,0.5109123083760303,-0.032729480017707854,0.0075497030764349994,-0.00953702582142107,0.9993975292245799
1758524021.7200239,-0.08301436253537867,-0.7223201185276903,0.514496787270445,-0.1384374499130866,-0.014051946462544688,-0.017085513584427253,0.9901314818218034
1758524021.7863705,-0.08301436253537867,-0.7223201185276903,0.514496787270445,-0.1384374499130866,-0.014051946462544688,-0.017085513584427253,0.9901314818218034
1758524021.856716,-0.08301436253537867,-0.7223201185276903,0.514496787270445,-0.1384374499130866,-0.014051946462544688,-0.017085513584427253,0.9901314818218034
1758524021.9236772,-0.08249894770407323,-0.7146002578891409,0.5114357766235907,-0.19007686581242564,-0.005612047810079224,-0.01746459240304149,0.9816053070209155
1758524021.9866471,-0.08254239484919933,-0.7159309966568081,0.503517027559027,-0.16763383400624965,0.024570169878164266,-0.023171305631934515,0.9852781322063232
1758524022.0576744,-0.08233946370652878,-0.7148597421993726,0.5031330834945003,-0.1775938143293113,0.024855249367712634,-0.02179622563216761,0.9835559427437943
1758524022.122758,-0.08213660241212702,-0.7145064327428067,0.5025560459775636,-0.18426858713717068,0.02468900296091187,-0.020809678455480655,0.982352899972685
1758524022.188755,-0.08202182962450999,-0.7140474317169199,0.5025002901873852,-0.19559429041584903,0.025878078631346297,-0.017792575159187255,0.9801894502376127
1758524022.2586377,-0.08218035203466015,-0.7136159540673749,0.5022179789314667,-0.19062738599724255,0.024610123465022747,-0.015452282686300247,0.9812397740133779
1758524022.328717,-0.08202553998224409,-0.7135509616170894,0.5025842156772027,-0.18862521687749262,0.023935995330663956,-0.01602696631567984,0.9816340737856287
1758524022.3907177,-0.08171312263050406,-0.7134979323518084,0.5031100768950048,-0.19438282274909263,0.023999571943081586,-0.015318148904572908,0.9805199757021402
1758524022.4588099,-0.08149536836880615,-0.7139669854058873,0.5027169453370206,-0.18861464383210697,0.02542963344648613,-0.01709796319451522,0.9815804779804208
1758524022.5238006,-0.0813203036702814,-0.7139407627463511,0.5014189634497683,-0.19806600402013083,0.030295214472887636,-0.013009284636239786,0.9796415453043064
1758524022.593201,-0.08120641133390359,-0.7146035693987848,0.5015842336569791,-0.1899799585033421,0.030065513461671124,-0.011908061259674531,0.9812627616556756
1758524022.6594353,-0.0806769466863057,-0.7152465559938407,0.5013812918756916,-0.184152488218988,0.034491041713642076,-0.008488921740034896,0.9822631489170667
1758524022.7262611,-0.07905822791297488,-0.7147927707689781,0.5132559330363105,-0.19237767556168486,-0.00907575720466838,-0.013535706739516967,0.9811931194780361
